hotel,city,nation,reviewer,vote
Irodori Yukashiki Hana to Hana,Nikko,Japan, NEA08,10.0
Irodori Yukashiki Hana to Hana,Nikko,Japan, Haitham A,10.0
Irodori Yukashiki Hana to Hana,Nikko,Japan,Shanks,9.0
E-Joy Hostel,Minamitsuru-gun,Japan,Cecilia López,10.0
E-Joy Hostel,Minamitsuru-gun,Japan, sebastiandefeo,10.0
E-Joy Hostel,Minamitsuru-gun,Japan, Tom,10.0
E-Joy Hostel,Minamitsuru-gun,Japan, E M,10.0
E-Joy Hostel,Minamitsuru-gun,Japan, ASTRID188644,10.0
E-Joy Hostel,Minamitsuru-gun,Japan,Jotaro,0.0
Ma maison Saiko,Minamitsuru-gun,Japan,Ferguzum,10.0
Ma maison Saiko,Minamitsuru-gun,Japan, anne1004,10.0
Ma maison Saiko,Minamitsuru-gun,Japan, babo182,10.0
Ma maison Saiko,Minamitsuru-gun,Japan,BlackBeard,1.0
Resort Hotel La Foret Hakuba,Kitaazumi-gun,Japan,RTRB,10.0
Resort Hotel La Foret Hakuba,Kitaazumi-gun,Japan, P. A.,2.0
Resort Hotel La Foret Hakuba,Kitaazumi-gun,Japan, Anthony K,8.0
Resort Hotel La Foret Hakuba,Kitaazumi-gun,Japan, Yvonne-khor,10.0
Resort Hotel La Foret Hakuba,Kitaazumi-gun,Japan, swissnics,10.0
Resort Hotel La Foret Hakuba,Kitaazumi-gun,Japan,Trafalgar,5.0
The Lively Fukuoka,Fukuoka,Japan,Karoliina P,6.0
The Lively Fukuoka,Fukuoka,Japan, TK64,10.0
The Lively Fukuoka,Fukuoka,Japan, PandaHouston,8.0
The Lively Fukuoka,Fukuoka,Japan, HongSO,10.0
The Lively Fukuoka,Fukuoka,Japan, Jinyu2015,6.0
The Lively Fukuoka,Fukuoka,Japan,Dio Brando,1.0
Pension Winds,Matsumoto,Japan,Urara U,6.0
Pension Winds,Matsumoto,Japan, けぬたろう,4.0
Pension Winds,Matsumoto,Japan,Josuke,5.0
Miharashi,Matsumoto,Japan,aya0511,10.0
Miharashi,Matsumoto,Japan,Levi,9.0
Kitahodaka Montain hut,Matsumoto,Japan,neko,10.0
Kitahodaka Montain hut,Matsumoto,Japan, mimizuku1458,10.0
Kitahodaka Montain hut,Matsumoto,Japan, 静香丸,10.0
Kitahodaka Montain hut,Matsumoto,Japan, トレインバス,10.0
Kitahodaka Montain hut,Matsumoto,Japan, imasas,10.0
Kitahodaka Montain hut,Matsumoto,Japan,Jotaro,2.0
ANA Crowne Plaza Sapporo,Sapporo,Japan,dinernothappy,10.0
ANA Crowne Plaza Sapporo,Sapporo,Japan, mariocbernardo,10.0
ANA Crowne Plaza Sapporo,Sapporo,Japan, Chris H,10.0
ANA Crowne Plaza Sapporo,Sapporo,Japan, narul2015,8.0
ANA Crowne Plaza Sapporo,Sapporo,Japan, Samira L,10.0
ANA Crowne Plaza Sapporo,Sapporo,Japan,Giorno Giovanna,2.0
Warabiso,Minamiuonuma-gun,Japan,imsei,10.0
Warabiso,Minamiuonuma-gun,Japan,Joseph,2.0
Izumiya Ryokan,Myoko,Japan,懸ちゃん,6.0
Izumiya Ryokan,Myoko,Japan,Joseph,1.0
Premier Urbansea 2 Matsuo,Naha,Japan,黃安妮,10.0
Premier Urbansea 2 Matsuo,Naha,Japan, shigeki5674,8.0
Premier Urbansea 2 Matsuo,Naha,Japan, panpukin,10.0
Premier Urbansea 2 Matsuo,Naha,Japan,Giorno Giovanna,7.0
Hotel Phoenix Wing,Kitaazumi-gun,Japan,PhilippaNZ,8.0
Hotel Phoenix Wing,Kitaazumi-gun,Japan, Singapore_Tang,10.0
Hotel Phoenix Wing,Kitaazumi-gun,Japan, Margaret S,8.0
Hotel Phoenix Wing,Kitaazumi-gun,Japan, Jared2501,10.0
Hotel Phoenix Wing,Kitaazumi-gun,Japan, olivecheese,6.0
Hotel Phoenix Wing,Kitaazumi-gun,Japan,Shanks,9.0
Setsugetsuka,Ashigarashimo-gun,Japan,Tour759193,10.0
Setsugetsuka,Ashigarashimo-gun,Japan, Chloe F,10.0
Setsugetsuka,Ashigarashimo-gun,Japan, Allen P,10.0
Setsugetsuka,Ashigarashimo-gun,Japan, Orry L,10.0
Setsugetsuka,Ashigarashimo-gun,Japan, Justin M,4.0
Setsugetsuka,Ashigarashimo-gun,Japan,Josuke,5.0
Kinugawa Park Hotels Park Cottage,Nikko,Japan,pang5555,8.0
Kinugawa Park Hotels Park Cottage,Nikko,Japan, Adventure675028,8.0
Kinugawa Park Hotels Park Cottage,Nikko,Japan, AusJetJay,4.0
Kinugawa Park Hotels Park Cottage,Nikko,Japan, FunToTVL,8.0
Kinugawa Park Hotels Park Cottage,Nikko,Japan, Bruce S,6.0
Kinugawa Park Hotels Park Cottage,Nikko,Japan,Eren,8.0
Business Ryokan Marujo,Matsumoto,Japan,shimon1962,6.0
Business Ryokan Marujo,Matsumoto,Japan, rst a,8.0
Business Ryokan Marujo,Matsumoto,Japan, az0332016,8.0
Business Ryokan Marujo,Matsumoto,Japan, triple_mikan,10.0
Business Ryokan Marujo,Matsumoto,Japan, Taka510,8.0
Business Ryokan Marujo,Matsumoto,Japan,Trafalgar,3.0
Okinawa Hotel Continental,Naha,Japan,Glenn C,4.0
Okinawa Hotel Continental,Naha,Japan, Asoupcan,8.0
Okinawa Hotel Continental,Naha,Japan, AdamJambor,8.0
Okinawa Hotel Continental,Naha,Japan,Dio Brando,0.0
Lodge Charlie Brown,Minamiuonuma-gun,Japan,ジャングルレオ,6.0
Lodge Charlie Brown,Minamiuonuma-gun,Japan,Kira,6.0
Minshuku Mosaburo,Shimoda,Japan,AFC東京,6.0
Minshuku Mosaburo,Shimoda,Japan,Nami,2.0
hakone retreat fore,Ashigarashimo-gun,Japan,Sami K,10.0
hakone retreat fore,Ashigarashimo-gun,Japan, David B,6.0
hakone retreat fore,Ashigarashimo-gun,Japan, Lndn4ever,10.0
hakone retreat fore,Ashigarashimo-gun,Japan, Toby,10.0
hakone retreat fore,Ashigarashimo-gun,Japan, Worapong,2.0
hakone retreat fore,Ashigarashimo-gun,Japan,Kaido,3.0
Hana no Kumo,Ito,Japan,Sharka,2.0
Hana no Kumo,Ito,Japan,Trafalgar,0.0
Sasaya,Matsumoto,Japan,Simon Ng,6.0
Sasaya,Matsumoto,Japan, TanSS,8.0
Sasaya,Matsumoto,Japan,Levi,9.0
Cloud Nine Naeba,Minamiuonuma-gun,Japan,dogaddiction,6.0
Cloud Nine Naeba,Minamiuonuma-gun,Japan, 伊豆リピーター,6.0
Cloud Nine Naeba,Minamiuonuma-gun,Japan, 伊豆リピーター,6.0
Cloud Nine Naeba,Minamiuonuma-gun,Japan,Shanks,2.0
Corte Largo,Ito,Japan,patelsa0327,10.0
Corte Largo,Ito,Japan, kentoinou925,10.0
Corte Largo,Ito,Japan,Zoro,6.0
Condominium L's INN Naha Higawa,Naha,Japan,Carita_CY,6.0
Condominium L's INN Naha Higawa,Naha,Japan, veronicaloh,10.0
Condominium L's INN Naha Higawa,Naha,Japan, 大胖 周,6.0
Condominium L's INN Naha Higawa,Naha,Japan, kaoru01,8.0
Condominium L's INN Naha Higawa,Naha,Japan,BigMom,5.0
Hotel Sun Palace Kyuyokan,Naha,Japan,MLeo,8.0
Hotel Sun Palace Kyuyokan,Naha,Japan, BYamamoto,10.0
Hotel Sun Palace Kyuyokan,Naha,Japan, Wilberforce59,10.0
Hotel Sun Palace Kyuyokan,Naha,Japan, GvaTourist,6.0
Hotel Sun Palace Kyuyokan,Naha,Japan, Fabanddave75,8.0
Hotel Sun Palace Kyuyokan,Naha,Japan,Eren,7.0
Hotel Royal Stay Sapporo,Sapporo,Japan,Angelica_WT,6.0
Hotel Royal Stay Sapporo,Sapporo,Japan, MCH,6.0
Hotel Royal Stay Sapporo,Sapporo,Japan, Lael Eunice,8.0
Hotel Royal Stay Sapporo,Sapporo,Japan, Mauro P,10.0
Hotel Royal Stay Sapporo,Sapporo,Japan, OliverBurt5,8.0
Hotel Royal Stay Sapporo,Sapporo,Japan,Giorno Giovanna,1.0
Ryokuzanso,Matsumoto,Japan,Yoshitaka M,10.0
Ryokuzanso,Matsumoto,Japan, ｈａｎａｈａｎａ0716,8.0
Ryokuzanso,Matsumoto,Japan, ビッグファイブ,8.0
Ryokuzanso,Matsumoto,Japan, ごんちゃん,8.0
Ryokuzanso,Matsumoto,Japan, ちょこハム,8.0
Ryokuzanso,Matsumoto,Japan,BigMom,7.0
Nunoya Ryokan,Matsumoto,Japan,ManonFF,8.0
Nunoya Ryokan,Matsumoto,Japan, PAK,10.0
Nunoya Ryokan,Matsumoto,Japan, chrisjohnqld,8.0
Nunoya Ryokan,Matsumoto,Japan, Sando3110,8.0
Nunoya Ryokan,Matsumoto,Japan, runner34,10.0
Nunoya Ryokan,Matsumoto,Japan,Meliodas,2.0
Aqua Pension Marine Villa,Ito,Japan,マツエリ64,10.0
Aqua Pension Marine Villa,Ito,Japan, ばにら,8.0
Aqua Pension Marine Villa,Ito,Japan,Kaido,3.0
Chillps,Kitaazumi-gun,Japan,Zarinth,8.0
Chillps,Kitaazumi-gun,Japan,Mikasa,8.0
Pension Paddle,Nasu-gun,Japan,ウパタピ,6.0
Pension Paddle,Nasu-gun,Japan, カサブランカバード,10.0
Pension Paddle,Nasu-gun,Japan,Escanor,2.0
Hotel Wing International Select Hakata Ekimae,Fukuoka,Japan,empiricalone,10.0
Hotel Wing International Select Hakata Ekimae,Fukuoka,Japan, NWK C,6.0
Hotel Wing International Select Hakata Ekimae,Fukuoka,Japan, Bruciesmate,10.0
Hotel Wing International Select Hakata Ekimae,Fukuoka,Japan, propsgirlnz,6.0
Hotel Wing International Select Hakata Ekimae,Fukuoka,Japan, Anne M,6.0
Hotel Wing International Select Hakata Ekimae,Fukuoka,Japan,Kira,9.0
Fukuoka Backpackers Hostel,Fukuoka,Japan,JeremyDuarte,6.0
Fukuoka Backpackers Hostel,Fukuoka,Japan, Michal S,8.0
Fukuoka Backpackers Hostel,Fukuoka,Japan, Jens Sebastian K,10.0
Fukuoka Backpackers Hostel,Fukuoka,Japan, Wandering Teacher,10.0
Fukuoka Backpackers Hostel,Fukuoka,Japan, Mario230576,8.0
Fukuoka Backpackers Hostel,Fukuoka,Japan,Mikasa,7.0
Palace Japan,Taito,Japan,Pati C,6.0
Palace Japan,Taito,Japan, kennethabe,4.0
Palace Japan,Taito,Japan, Joy A,8.0
Palace Japan,Taito,Japan, Winda Rahmasant... M,10.0
Palace Japan,Taito,Japan, BMWCHOY,8.0
Palace Japan,Taito,Japan,Josuke,0.0
Hotel Route Inn Sapporo Kitayojo,Sapporo,Japan,goatmaven,8.0
Hotel Route Inn Sapporo Kitayojo,Sapporo,Japan, B-Gwan,6.0
Hotel Route Inn Sapporo Kitayojo,Sapporo,Japan, Sandy K,4.0
Hotel Route Inn Sapporo Kitayojo,Sapporo,Japan,Zoro,8.0
Pension Eureka,Hokuto,Japan,ponsuka,8.0
Pension Eureka,Hokuto,Japan, 静枝 川,10.0
Pension Eureka,Hokuto,Japan, トンキチ,10.0
Pension Eureka,Hokuto,Japan, ｋｅｎｍｏｖｅ,10.0
Pension Eureka,Hokuto,Japan, あーあ,8.0
Pension Eureka,Hokuto,Japan,Zoro,5.0
Village Kyoto,Kyoto,Japan,soslar,4.0
Village Kyoto,Kyoto,Japan, Jacqueline C,6.0
Village Kyoto,Kyoto,Japan, lrhrkr,10.0
Village Kyoto,Kyoto,Japan, ann r,8.0
Village Kyoto,Kyoto,Japan, AiKai,10.0
Village Kyoto,Kyoto,Japan,Sanji,3.0
Shimoda Station Hotel,Shimoda,Japan,hiroshio437,6.0
Shimoda Station Hotel,Shimoda,Japan,BigMom,5.0
THE MACHIYA HOTEL Kyoto,Kyoto,Japan,Mary B,10.0
THE MACHIYA HOTEL Kyoto,Kyoto,Japan, Craig Y,10.0
THE MACHIYA HOTEL Kyoto,Kyoto,Japan, Richard N,10.0
THE MACHIYA HOTEL Kyoto,Kyoto,Japan, Cristiano Ronconi,10.0
THE MACHIYA HOTEL Kyoto,Kyoto,Japan, Kasia C,10.0
THE MACHIYA HOTEL Kyoto,Kyoto,Japan,Sanji,9.0
Star Party,Hokuto,Japan,H R,8.0
Star Party,Hokuto,Japan, くいん,10.0
Star Party,Hokuto,Japan,Kaido,8.0
Land Haus Dancru Netz,Kitaazumi-gun,Japan,Marcus-Mel-M,10.0
Land Haus Dancru Netz,Kitaazumi-gun,Japan, dafwilliams d,8.0
Land Haus Dancru Netz,Kitaazumi-gun,Japan, Julie Pennefather,10.0
Land Haus Dancru Netz,Kitaazumi-gun,Japan, BreezynButch,8.0
Land Haus Dancru Netz,Kitaazumi-gun,Japan, missturbo,10.0
Land Haus Dancru Netz,Kitaazumi-gun,Japan,BigMom,6.0
Bettei Koyoi,Ashigarashimo-gun,Japan,Allanah1234,10.0
Bettei Koyoi,Ashigarashimo-gun,Japan, xchen725,2.0
Bettei Koyoi,Ashigarashimo-gun,Japan, Julie G,10.0
Bettei Koyoi,Ashigarashimo-gun,Japan, Third Culture K,10.0
Bettei Koyoi,Ashigarashimo-gun,Japan, William C,8.0
Bettei Koyoi,Ashigarashimo-gun,Japan,Kira,4.0
Kuranoya,Ashigarashimo-gun,Japan,koyo,10.0
Kuranoya,Ashigarashimo-gun,Japan, kazu,2.0
Kuranoya,Ashigarashimo-gun,Japan, じゅんじゅん,10.0
Kuranoya,Ashigarashimo-gun,Japan, ケロりん,6.0
Kuranoya,Ashigarashimo-gun,Japan, Vacationer815220,2.0
Kuranoya,Ashigarashimo-gun,Japan,Josuke,7.0
Hotel Sunline Fukuoka Ohori,Fukuoka,Japan,Kara,8.0
Hotel Sunline Fukuoka Ohori,Fukuoka,Japan, R N,6.0
Hotel Sunline Fukuoka Ohori,Fukuoka,Japan, Heroblade2,4.0
Hotel Sunline Fukuoka Ohori,Fukuoka,Japan, Micey C,10.0
Hotel Sunline Fukuoka Ohori,Fukuoka,Japan, wongr825,8.0
Hotel Sunline Fukuoka Ohori,Fukuoka,Japan,Jotaro,1.0
Hotel Redent Ito,Ito,Japan,Kcb42n8,8.0
Hotel Redent Ito,Ito,Japan,Dio Brando,8.0
Hotel Trend Asakusa,Taito,Japan,jjanniealic,10.0
Hotel Trend Asakusa,Taito,Japan, ElsewhereBriefly,8.0
Hotel Trend Asakusa,Taito,Japan,Sanji,9.0
Hakone Gora Onsen Karakara,Ashigarashimo-gun,Japan,Radka P,2.0
Hakone Gora Onsen Karakara,Ashigarashimo-gun,Japan, PiccoloDaimaku,8.0
Hakone Gora Onsen Karakara,Ashigarashimo-gun,Japan, MulanOhBulan,8.0
Hakone Gora Onsen Karakara,Ashigarashimo-gun,Japan, Lorenzo C,8.0
Hakone Gora Onsen Karakara,Ashigarashimo-gun,Japan, CCansu,4.0
Hakone Gora Onsen Karakara,Ashigarashimo-gun,Japan,Zoro,5.0
Kiyosato Kogen Grayhound,Hokuto,Japan,k_you_k0ari,6.0
Kiyosato Kogen Grayhound,Hokuto,Japan, 小木2015,2.0
Kiyosato Kogen Grayhound,Hokuto,Japan, バーニーズ大好き,6.0
Kiyosato Kogen Grayhound,Hokuto,Japan, カナブン,10.0
Kiyosato Kogen Grayhound,Hokuto,Japan, チロロ,8.0
Kiyosato Kogen Grayhound,Hokuto,Japan,Joseph,3.0
Garden House Bibury,Nasu-gun,Japan,武士,10.0
Garden House Bibury,Nasu-gun,Japan,Escanor,3.0
Pension Poco A Poco,Nikko,Japan,ayura3,10.0
Pension Poco A Poco,Nikko,Japan, fumis1103,8.0
Pension Poco A Poco,Nikko,Japan, りったま,10.0
Pension Poco A Poco,Nikko,Japan, kumige,10.0
Pension Poco A Poco,Nikko,Japan,Sanji,0.0
Lodge Maruya,Minamiuonuma-gun,Japan,Torasan7777,8.0
Lodge Maruya,Minamiuonuma-gun,Japan,Nami,5.0
Ryokan Sanoya,Kyoto,Japan,Kelly C,10.0
Ryokan Sanoya,Kyoto,Japan, schmusimausi73,10.0
Ryokan Sanoya,Kyoto,Japan, Mmyroca,8.0
Ryokan Sanoya,Kyoto,Japan, mook5414,10.0
Ryokan Sanoya,Kyoto,Japan, Wilma,10.0
Ryokan Sanoya,Kyoto,Japan,Jotaro,5.0
Guest House Yamatoso,Ito,Japan,fiveoct,8.0
Guest House Yamatoso,Ito,Japan, ぶんな 茅,10.0
Guest House Yamatoso,Ito,Japan, Taisuke S,10.0
Guest House Yamatoso,Ito,Japan, shokoikoi,8.0
Guest House Yamatoso,Ito,Japan,Shanks,7.0
Resort Inn Nakai,Shimoda,Japan,Nakajima T,6.0
Resort Inn Nakai,Shimoda,Japan,Nami,4.0
Nakashima,Takayama,Japan,kentaros,8.0
Nakashima,Takayama,Japan,Eren,8.0
Mignon Hotel de Noel,Kitaazumi-gun,Japan,えっこぉ,10.0
Mignon Hotel de Noel,Kitaazumi-gun,Japan, 旅の風来坊,4.0
Mignon Hotel de Noel,Kitaazumi-gun,Japan, hachi_yo,8.0
Mignon Hotel de Noel,Kitaazumi-gun,Japan,Trafalgar,1.0
Hotel Marroad Hakone,Ashigarashimo-gun,Japan,MadsDK,6.0
Hotel Marroad Hakone,Ashigarashimo-gun,Japan, Yuko-Stu,8.0
Hotel Marroad Hakone,Ashigarashimo-gun,Japan, Paul,4.0
Hotel Marroad Hakone,Ashigarashimo-gun,Japan, CoolIndiantraveller,10.0
Hotel Marroad Hakone,Ashigarashimo-gun,Japan, morenaGeorgia,4.0
Hotel Marroad Hakone,Ashigarashimo-gun,Japan,Giorno Giovanna,3.0
Club Verde,Hokuto,Japan,gunjis,6.0
Club Verde,Hokuto,Japan,BigMom,6.0
Ito Yukitei Kawana Bettei,Ito,Japan,Gavin R,10.0
Ito Yukitei Kawana Bettei,Ito,Japan,Mikasa,1.0
Ryokan Shirafuji,Minamitsuru-gun,Japan,osabe c,10.0
Ryokan Shirafuji,Minamitsuru-gun,Japan, ノム2014,8.0
Ryokan Shirafuji,Minamitsuru-gun,Japan,Eren,1.0
Via Inn Shinsaibashi,Osaka,Japan,John A,10.0
Via Inn Shinsaibashi,Osaka,Japan, Jerry Wu,8.0
Via Inn Shinsaibashi,Osaka,Japan, mzzyap,6.0
Via Inn Shinsaibashi,Osaka,Japan, Chen Q,10.0
Via Inn Shinsaibashi,Osaka,Japan, Kitty K,4.0
Via Inn Shinsaibashi,Osaka,Japan,Giorno Giovanna,1.0
Hotel Raffinato Sapporo,Sapporo,Japan,beesiimm,6.0
Hotel Raffinato Sapporo,Sapporo,Japan, Ananbodhin W,10.0
Hotel Raffinato Sapporo,Sapporo,Japan,Levi,5.0
Lodge Helbronner,Minamiuonuma-gun,Japan,dhb-user,4.0
Lodge Helbronner,Minamiuonuma-gun,Japan, somezawa,10.0
Lodge Helbronner,Minamiuonuma-gun,Japan, somezawa,10.0
Lodge Helbronner,Minamiuonuma-gun,Japan, surpcats,10.0
Lodge Helbronner,Minamiuonuma-gun,Japan, Ron_of_WA,8.0
Lodge Helbronner,Minamiuonuma-gun,Japan,Jotaro,0.0
Matsumoto Tourist Hotel,Matsumoto,Japan,thelonious22,8.0
Matsumoto Tourist Hotel,Matsumoto,Japan, Antonie S,8.0
Matsumoto Tourist Hotel,Matsumoto,Japan, Andrew L,4.0
Matsumoto Tourist Hotel,Matsumoto,Japan, 851Mick,8.0
Matsumoto Tourist Hotel,Matsumoto,Japan, Sbev7,4.0
Matsumoto Tourist Hotel,Matsumoto,Japan,Josuke,6.0
Haleluya Guest House,Minamitsuru-gun,Japan,askok,10.0
Haleluya Guest House,Minamitsuru-gun,Japan, Ash_951,10.0
Haleluya Guest House,Minamitsuru-gun,Japan, Fabian,10.0
Haleluya Guest House,Minamitsuru-gun,Japan, Sanjin P,10.0
Haleluya Guest House,Minamitsuru-gun,Japan,BlackBeard,3.0
Nansei Kanko Hotel,Naha,Japan,MWandAW,8.0
Nansei Kanko Hotel,Naha,Japan, triggfish,4.0
Nansei Kanko Hotel,Naha,Japan, pte-traveller,2.0
Nansei Kanko Hotel,Naha,Japan, So_Winnie,8.0
Nansei Kanko Hotel,Naha,Japan, 6natures,10.0
Nansei Kanko Hotel,Naha,Japan,Meliodas,2.0
Momoyama,Matsumoto,Japan,Johannes R,10.0
Momoyama,Matsumoto,Japan, EyalMC,2.0
Momoyama,Matsumoto,Japan,Eren,3.0
Unizo Inn Sapporo,Sapporo,Japan,Jenn K,10.0
Unizo Inn Sapporo,Sapporo,Japan, Fenfen2016,8.0
Unizo Inn Sapporo,Sapporo,Japan, susanhipperson,8.0
Unizo Inn Sapporo,Sapporo,Japan, Warit,8.0
Unizo Inn Sapporo,Sapporo,Japan, Sarah B,8.0
Unizo Inn Sapporo,Sapporo,Japan,Trafalgar,4.0
Pension Poetical,Matsumoto,Japan,楽園評論家,10.0
Pension Poetical,Matsumoto,Japan, Yuji K,10.0
Pension Poetical,Matsumoto,Japan, paki434,8.0
Pension Poetical,Matsumoto,Japan, まーchan,10.0
Pension Poetical,Matsumoto,Japan, とろたのわ,10.0
Pension Poetical,Matsumoto,Japan,Escanor,7.0
KKR Hotel Hakata,Fukuoka,Japan,bobjtls,8.0
KKR Hotel Hakata,Fukuoka,Japan, Gegauff,2.0
KKR Hotel Hakata,Fukuoka,Japan, Joel H,8.0
KKR Hotel Hakata,Fukuoka,Japan, Angie L,8.0
KKR Hotel Hakata,Fukuoka,Japan, karenjojo,10.0
KKR Hotel Hakata,Fukuoka,Japan,Kira,1.0
Osaka Hinode Hotel,Osaka,Japan,Kookoomonster,10.0
Osaka Hinode Hotel,Osaka,Japan, jessicacca,10.0
Osaka Hinode Hotel,Osaka,Japan, Ken Sitou,10.0
Osaka Hinode Hotel,Osaka,Japan, Ninah L,10.0
Osaka Hinode Hotel,Osaka,Japan, Travelingourworldwithck,8.0
Osaka Hinode Hotel,Osaka,Japan,Eren,2.0
BnA Alter Museum,Kyoto,Japan,fguelfi,10.0
BnA Alter Museum,Kyoto,Japan, 680ering,10.0
BnA Alter Museum,Kyoto,Japan, Hmostafa9,10.0
BnA Alter Museum,Kyoto,Japan, Karan Pandit,8.0
BnA Alter Museum,Kyoto,Japan, Antoine M,10.0
BnA Alter Museum,Kyoto,Japan,Joseph,6.0
Nono Namba,Osaka,Japan,Clinton L,10.0
Nono Namba,Osaka,Japan, Michael,2.0
Nono Namba,Osaka,Japan, J.L,10.0
Nono Namba,Osaka,Japan, Andre,10.0
Nono Namba,Osaka,Japan, Mr_ATan,10.0
Nono Namba,Osaka,Japan,Kira,4.0
Tamura ryokan,Minamiuonuma-gun,Japan,理恵 小,10.0
