hotel,city,nation,reviewer,vote
B&B Ansise, Noto,Italia, Stef💖,10.0
B&B Ansise, Noto,Italia, francescafailla,2.0
B&B Ansise, Noto,Italia, marco g,10.0
B&B Ansise, Noto,Italia,Nikki H,1.0
Agriturismo Antares,Melendugno,Italia,martinoasia,10.0
Agriturismo Antares,Melendugno,Italia, Nazario S,10.0
Agriturismo Antares,Melendugno,Italia, Nicky D,10.0
Agriturismo Antares,Melendugno,Italia, Daniela A,10.0
Agriturismo Antares,Melendugno,Italia, Miyana,6.0
Agriturismo Antares,Melendugno,Italia,Nikki H,1.0
Villa Lombone, 7 Incrocio con via flacca,Italia,Jessica P,10.0
Villa Lombone, 7 Incrocio con via flacca,Italia, AntonioBuonopane,10.0
Villa Lombone, 7 Incrocio con via flacca,Italia, Guida Turistica Gaeta,10.0
Villa Lombone, 7 Incrocio con via flacca,Italia, Lisa❣️,2.0
Villa Lombone, 7 Incrocio con via flacca,Italia, BETTAMA22,6.0
Villa Lombone, 7 Incrocio con via flacca,Italia,Massimo D,0.0
B&B Alle Coste,Trento,Italia,Angela,2.0
B&B Alle Coste,Trento,Italia, ronza_ln,8.0
B&B Alle Coste,Trento,Italia, Paolo B,10.0
B&B Alle Coste,Trento,Italia, raffaelepalumbo,10.0
B&B Alle Coste,Trento,Italia, lorellaVarese,10.0
B&B Alle Coste,Trento,Italia,Laura S,2.0
Hotel Jole,Cesenatico,Italia,Marco A,10.0
Hotel Jole,Cesenatico,Italia, Alessia M,10.0
Hotel Jole,Cesenatico,Italia, sissy,10.0
Hotel Jole,Cesenatico,Italia, beduzzo,2.0
Hotel Jole,Cesenatico,Italia, Sergio G,8.0
Hotel Jole,Cesenatico,Italia,Mario Cartello,6.0
Bella Vista,Sicilia,Italia,Laura A,10.0
Bella Vista,Sicilia,Italia, 37SimonB37,6.0
Bella Vista,Sicilia,Italia, Giuseppe G,4.0
Bella Vista,Sicilia,Italia,detectivetravel,2.0
B&B Casa Gastone,Ravenna,Italia,Paolo T,10.0
B&B Casa Gastone,Ravenna,Italia, Enia G,10.0
B&B Casa Gastone,Ravenna,Italia, enrico b,10.0
B&B Casa Gastone,Ravenna,Italia, Valentina M,10.0
B&B Casa Gastone,Ravenna,Italia, Veronica,10.0
B&B Casa Gastone,Ravenna,Italia,Mario Cartello,5.0
Mediterraneo Guesthouse, 98035 Giardini Naxos,Italia,cicalaParma,8.0
Mediterraneo Guesthouse, 98035 Giardini Naxos,Italia, barbara728,10.0
Mediterraneo Guesthouse, 98035 Giardini Naxos,Italia, doriana a,10.0
Mediterraneo Guesthouse, 98035 Giardini Naxos,Italia, dromedario71,10.0
Mediterraneo Guesthouse, 98035 Giardini Naxos,Italia, robiedami,8.0
Mediterraneo Guesthouse, 98035 Giardini Naxos,Italia,butteflyvale,2.0
Hotel Residence Sirio,Calabria,Italia,errico g,8.0
Hotel Residence Sirio,Calabria,Italia, BunnisterElly,10.0
Hotel Residence Sirio,Calabria,Italia, Gianluca G,10.0
Hotel Residence Sirio,Calabria,Italia, Michele,8.0
Hotel Residence Sirio,Calabria,Italia, Filippo G,10.0
Hotel Residence Sirio,Calabria,Italia,usseglio,9.0
Albergo Esperia, Capri,Italia,ToniP8591,8.0
Albergo Esperia, Capri,Italia, Davper,8.0
Albergo Esperia, Capri,Italia, Luciana S,10.0
Albergo Esperia, Capri,Italia, Domenico S,2.0
Albergo Esperia, Capri,Italia, Daniela B,2.0
Albergo Esperia, Capri,Italia,Alessandro Surico,0.0
Villa Giorgia,Monopoli,Italia,stromba88,10.0
Villa Giorgia,Monopoli,Italia, salvi65,10.0
Villa Giorgia,Monopoli,Italia, MSA,10.0
Villa Giorgia,Monopoli,Italia, Riccardo B,10.0
Villa Giorgia,Monopoli,Italia, Nicola M,10.0
Villa Giorgia,Monopoli,Italia,StefanoTDM S,3.0
Hotel Robert,Cesenatico,Italia,Moka G,10.0
Hotel Robert,Cesenatico,Italia, antonia,10.0
Hotel Robert,Cesenatico,Italia, pezzapra,10.0
Hotel Robert,Cesenatico,Italia, Tonia Z,10.0
Hotel Robert,Cesenatico,Italia, costantina s,10.0
Hotel Robert,Cesenatico,Italia,Nikki H,7.0
Hotel Arnaria,Ortisei,Italia,Federicorunner1994,8.0
Hotel Arnaria,Ortisei,Italia, Alex,8.0
Hotel Arnaria,Ortisei,Italia, mberti2016,10.0
Hotel Arnaria,Ortisei,Italia, Ethan P,10.0
Hotel Arnaria,Ortisei,Italia, ste,10.0
Hotel Arnaria,Ortisei,Italia,Azhaar A,6.0
Bed and Breakfast Aurora,Trieste,Italia,ANDREA L,10.0
Bed and Breakfast Aurora,Trieste,Italia,detectivetravel,6.0
Isola Lunga Eco Resort, Marsala,Italia,SidoPanta,10.0
Isola Lunga Eco Resort, Marsala,Italia,StefanoTDM S,9.0
Hotel San Giusto,Via Guglielmo Oberdan 31,Italia,Matteo,10.0
Hotel San Giusto,Via Guglielmo Oberdan 31,Italia, Alessandro Navo,10.0
Hotel San Giusto,Via Guglielmo Oberdan 31,Italia, Paolo B,8.0
Hotel San Giusto,Via Guglielmo Oberdan 31,Italia, Nicolò,10.0
Hotel San Giusto,Via Guglielmo Oberdan 31,Italia, Daniela G,8.0
Hotel San Giusto,Via Guglielmo Oberdan 31,Italia,Rosario M,0.0
Hotel Panoramic, 98035 Giardini Naxos,Italia,Nick N,6.0
Hotel Panoramic, 98035 Giardini Naxos,Italia, WALTER D,6.0
Hotel Panoramic, 98035 Giardini Naxos,Italia, Miriam K,6.0
Hotel Panoramic, 98035 Giardini Naxos,Italia, Ciccio190,6.0
Hotel Panoramic, 98035 Giardini Naxos,Italia, Michele S,8.0
Hotel Panoramic, 98035 Giardini Naxos,Italia,Stefania T,5.0
Hotel Solara,Villageio Conca Specchiulla,Italia,MASSIMO160972,10.0
Hotel Solara,Villageio Conca Specchiulla,Italia, Monica M,10.0
Hotel Solara,Villageio Conca Specchiulla,Italia, Davidbeltra,10.0
Hotel Solara,Villageio Conca Specchiulla,Italia, Maurizio S,10.0
Hotel Solara,Villageio Conca Specchiulla,Italia, Serena M,8.0
Hotel Solara,Villageio Conca Specchiulla,Italia,StefanoTDM S,1.0
Camping Belsito,Terme,Italia,Sally4488,10.0
Camping Belsito,Terme,Italia, Gisella C,8.0
Camping Belsito,Terme,Italia, Rossano C,8.0
Camping Belsito,Terme,Italia, Rossella B,10.0
Camping Belsito,Terme,Italia, Ilatwinky,10.0
Camping Belsito,Terme,Italia,Salvatore S,4.0
Agriturismo Raccianello,Gimignano,Italia,Mlomb,4.0
Agriturismo Raccianello,Gimignano,Italia, lellasiena,10.0
Agriturismo Raccianello,Gimignano,Italia, deggi,10.0
Agriturismo Raccianello,Gimignano,Italia, Barbara G,8.0
Agriturismo Raccianello,Gimignano,Italia, Claudia  B,8.0
Agriturismo Raccianello,Gimignano,Italia,Stefania T,4.0
Casetta Rosada, San Teodoro,Italia,tanchissa,10.0
Casetta Rosada, San Teodoro,Italia, raffa22,10.0
Casetta Rosada, San Teodoro,Italia, Francescarco,10.0
Casetta Rosada, San Teodoro,Italia, Costanza M,10.0
Casetta Rosada, San Teodoro,Italia, bettaMantova,4.0
Casetta Rosada, San Teodoro,Italia,Massimo D,2.0
Villa Santangelo,Via Fuonti 1,Italia,tripper1982,10.0
Villa Santangelo,Via Fuonti 1,Italia, trevigal85,8.0
Villa Santangelo,Via Fuonti 1,Italia,laura p,7.0
Priscilla Bed & Breakfast,Trieste,Italia,Luisa,10.0
Priscilla Bed & Breakfast,Trieste,Italia, Andrea P,10.0
Priscilla Bed & Breakfast,Trieste,Italia, Claudio G,10.0
Priscilla Bed & Breakfast,Trieste,Italia, Claudio G,8.0
Priscilla Bed & Breakfast,Trieste,Italia, aly0sh4,8.0
Priscilla Bed & Breakfast,Trieste,Italia,Salvatore S,4.0
Villa Scotillo 1950,Via Trento 1,Italia,Rossella D,10.0
Villa Scotillo 1950,Via Trento 1,Italia, globe_trotterTorino,6.0
Villa Scotillo 1950,Via Trento 1,Italia, nicola p,10.0
Villa Scotillo 1950,Via Trento 1,Italia, Michele C,10.0
Villa Scotillo 1950,Via Trento 1,Italia, Marco L,8.0
Villa Scotillo 1950,Via Trento 1,Italia,Salvatore S,5.0
White House Luxury Hospitality, Olbia,Italia,Trillicini,10.0
White House Luxury Hospitality, Olbia,Italia, Giacomo Franco D,10.0
White House Luxury Hospitality, Olbia,Italia, MattiaP,10.0
White House Luxury Hospitality, Olbia,Italia, DadoGra,10.0
White House Luxury Hospitality, Olbia,Italia, robitti,10.0
White House Luxury Hospitality, Olbia,Italia,Stefania T,0.0
Hotel Careni,Ligure,Italia,sergio r,8.0
Hotel Careni,Ligure,Italia, Topolina,8.0
Hotel Careni,Ligure,Italia, Elisa G,10.0
Hotel Careni,Ligure,Italia, CremonaGiuseppeS,10.0
Hotel Careni,Ligure,Italia, federicabrivio,10.0
Hotel Careni,Ligure,Italia,Laura S,7.0
Hotel Negretto,Caorle,Italia,Steve C,4.0
Hotel Negretto,Caorle,Italia, 238francod,8.0
Hotel Negretto,Caorle,Italia, Mauro K,10.0
Hotel Negretto,Caorle,Italia, TINAComo,10.0
Hotel Negretto,Caorle,Italia, Alessandra,10.0
Hotel Negretto,Caorle,Italia,Nikki H,8.0
B&B Sole & Mare, 74122 San Vito,Italia,fiammy2017,10.0
B&B Sole & Mare, 74122 San Vito,Italia, natalie l,8.0
B&B Sole & Mare, 74122 San Vito,Italia, giovigiovi,10.0
B&B Sole & Mare, 74122 San Vito,Italia,Laura S,3.0
Hotel Casanova,Cesenatico,Italia,La S,6.0
Hotel Casanova,Cesenatico,Italia, Marta B,6.0
Hotel Casanova,Cesenatico,Italia, ILDIAVOLO,4.0
Hotel Casanova,Cesenatico,Italia,Azhaar A,7.0
Schloss Rubein,Merano,Italia,Silvia P,10.0
Schloss Rubein,Merano,Italia, Serena P,2.0
Schloss Rubein,Merano,Italia, mgialetti,10.0
Schloss Rubein,Merano,Italia, CHRC,10.0
Schloss Rubein,Merano,Italia, Golfer_JJC,10.0
Schloss Rubein,Merano,Italia,Azhaar A,0.0
Hotel La Pergoletta, 80061 Sant'Agata sui Due Golfi,Italia,Rosa D,8.0
Hotel La Pergoletta, 80061 Sant'Agata sui Due Golfi,Italia, Alberto B,8.0
Hotel La Pergoletta, 80061 Sant'Agata sui Due Golfi,Italia, Daiana C,10.0
Hotel La Pergoletta, 80061 Sant'Agata sui Due Golfi,Italia, errante,8.0
Hotel La Pergoletta, 80061 Sant'Agata sui Due Golfi,Italia, Ida M,8.0
Hotel La Pergoletta, 80061 Sant'Agata sui Due Golfi,Italia,Ilaria B,9.0
Residence Villa Giotto,Mestre,Italia,Luca M,10.0
Residence Villa Giotto,Mestre,Italia, travelmouse R,10.0
Residence Villa Giotto,Mestre,Italia, alfaalfa09,8.0
Residence Villa Giotto,Mestre,Italia, Massymarty,10.0
Residence Villa Giotto,Mestre,Italia, Pao290691,8.0
Residence Villa Giotto,Mestre,Italia,Stefania T,6.0
Residenza d'Epoca La Corallina,Castellabate,Italia,5SaraC16,8.0
Residenza d'Epoca La Corallina,Castellabate,Italia, Chiara D,8.0
Residenza d'Epoca La Corallina,Castellabate,Italia, Ph Agostino Criscuolo,10.0
Residenza d'Epoca La Corallina,Castellabate,Italia, vincent86,10.0
Residenza d'Epoca La Corallina,Castellabate,Italia, Anna-Maria700,8.0
Residenza d'Epoca La Corallina,Castellabate,Italia,Maria T,6.0
Masseria Relais del Cardinale,Fasano,Italia,malena,10.0
Masseria Relais del Cardinale,Fasano,Italia, lorussolorenzo,10.0
Masseria Relais del Cardinale,Fasano,Italia, angej86,6.0
Masseria Relais del Cardinale,Fasano,Italia, Elisabetta P,10.0
Masseria Relais del Cardinale,Fasano,Italia, Ilaria DM,6.0
Masseria Relais del Cardinale,Fasano,Italia,Rosario M,0.0
Albergo Giardino,Via Vittorio Emanuele 67,Italia,Mario,6.0
Albergo Giardino,Via Vittorio Emanuele 67,Italia, Monica C,8.0
Albergo Giardino,Via Vittorio Emanuele 67,Italia, donycol,8.0
Albergo Giardino,Via Vittorio Emanuele 67,Italia, Dariush G,10.0
Albergo Giardino,Via Vittorio Emanuele 67,Italia, Giovanna R,6.0
Albergo Giardino,Via Vittorio Emanuele 67,Italia,usseglio,4.0
Forte Colorado, Noto,Italia,Sebastiano V,10.0
Forte Colorado, Noto,Italia,laura p,0.0
Il Lauro,Tronto,Italia,750giulian,10.0
Il Lauro,Tronto,Italia, Fabrizio Ceccarelli,10.0
Il Lauro,Tronto,Italia,laura p,9.0
Azienda Agrituristica Scalelle,Otranto,Italia,Peppone1983,6.0
Azienda Agrituristica Scalelle,Otranto,Italia, ANTONELLA P,10.0
Azienda Agrituristica Scalelle,Otranto,Italia, Tony M,10.0
Azienda Agrituristica Scalelle,Otranto,Italia, Silvietta88,8.0
Azienda Agrituristica Scalelle,Otranto,Italia, Veritas913,8.0
Azienda Agrituristica Scalelle,Otranto,Italia,detectivetravel,2.0
Hotel Locanda Casajanca,Sicilia,Italia,Lia  M,10.0
Hotel Locanda Casajanca,Sicilia,Italia, Dettafranca,10.0
Hotel Locanda Casajanca,Sicilia,Italia, Stefano_G_Milano,10.0
Hotel Locanda Casajanca,Sicilia,Italia, rinox,10.0
Hotel Locanda Casajanca,Sicilia,Italia, Maria F,6.0
Hotel Locanda Casajanca,Sicilia,Italia,Laura S,0.0
Hotel Ambra,Sabbiadoro,Italia,Teresa M,8.0
Hotel Ambra,Sabbiadoro,Italia, enzo150,6.0
Hotel Ambra,Sabbiadoro,Italia, beppe c,2.0
Hotel Ambra,Sabbiadoro,Italia, Giampaolo A,4.0
Hotel Ambra,Sabbiadoro,Italia, Marcantonio1979,2.0
Hotel Ambra,Sabbiadoro,Italia,Ilaria B,1.0
Cielo Stellato,Via Enrico de Nicola 45,Italia,Paolo x,8.0
Cielo Stellato,Via Enrico de Nicola 45,Italia, Michela G,10.0
Cielo Stellato,Via Enrico de Nicola 45,Italia, Carmen M,10.0
Cielo Stellato,Via Enrico de Nicola 45,Italia, Katerin Issica L,10.0
Cielo Stellato,Via Enrico de Nicola 45,Italia, Daniele M,6.0
Cielo Stellato,Via Enrico de Nicola 45,Italia,detectivetravel,6.0
Area di sosta Oasi, Marina di Grosseto,Italia,Madda999,8.0
Area di sosta Oasi, Marina di Grosseto,Italia, isterika762016,8.0
Area di sosta Oasi, Marina di Grosseto,Italia, ValentinaRed,8.0
Area di sosta Oasi, Marina di Grosseto,Italia, Scaligero,10.0
Area di sosta Oasi, Marina di Grosseto,Italia, saracicali94,10.0
Area di sosta Oasi, Marina di Grosseto,Italia,Maria T,7.0
Relais Villa Grazianella - Fattoria del Cerro, 53045 Acquaviva di Montepulciano,Italia,ligiorma,10.0
Relais Villa Grazianella - Fattoria del Cerro, 53045 Acquaviva di Montepulciano,Italia, giuliafavs,10.0
Relais Villa Grazianella - Fattoria del Cerro, 53045 Acquaviva di Montepulciano,Italia, Serena M,10.0
Relais Villa Grazianella - Fattoria del Cerro, 53045 Acquaviva di Montepulciano,Italia, lele f,10.0
Relais Villa Grazianella - Fattoria del Cerro, 53045 Acquaviva di Montepulciano,Italia, Stefano R,10.0
Relais Villa Grazianella - Fattoria del Cerro, 53045 Acquaviva di Montepulciano,Italia,Salvatore S,2.0
Ulivo Centenario, 72015 Selva,Italia,Mariarosaria G,10.0
Ulivo Centenario, 72015 Selva,Italia, Sonia G,10.0
Ulivo Centenario, 72015 Selva,Italia, paki79,10.0
Ulivo Centenario, 72015 Selva,Italia, SalernoPako1978,10.0
Ulivo Centenario, 72015 Selva,Italia, SGOmMaLuisa,10.0
Ulivo Centenario, 72015 Selva,Italia,butteflyvale,2.0
Biancadamare,Ostuni,Italia,Noepot,10.0
Biancadamare,Ostuni,Italia, linadany,10.0
Biancadamare,Ostuni,Italia, Gabry,10.0
Biancadamare,Ostuni,Italia, Pietro,10.0
Biancadamare,Ostuni,Italia, paolo l,10.0
Biancadamare,Ostuni,Italia,Ilaria B,9.0
Studio83 B&B,Pompeii Viale Giuseppe Mazzini 83,Italia,Beatrice Sally Panella,10.0
Studio83 B&B,Pompeii Viale Giuseppe Mazzini 83,Italia, Roberta,8.0
Studio83 B&B,Pompeii Viale Giuseppe Mazzini 83,Italia, Daniele F,10.0
Studio83 B&B,Pompeii Viale Giuseppe Mazzini 83,Italia, Laura L,10.0
Studio83 B&B,Pompeii Viale Giuseppe Mazzini 83,Italia, gupp,10.0
Studio83 B&B,Pompeii Viale Giuseppe Mazzini 83,Italia,usseglio,2.0
Hotel Don Mottola,Localita S. Angelo di Drapia,Italia,Roberta Andrea I,8.0
Hotel Don Mottola,Localita S. Angelo di Drapia,Italia, Anna Lamanna,8.0
Hotel Don Mottola,Localita S. Angelo di Drapia,Italia, MayaMRT,4.0
Hotel Don Mottola,Localita S. Angelo di Drapia,Italia, djernyaldisco,4.0
Hotel Don Mottola,Localita S. Angelo di Drapia,Italia, nicola230769,10.0
Hotel Don Mottola,Localita S. Angelo di Drapia,Italia,StefanoTDM S,1.0
Agriturismo Pian della Selva,Gubbio,Italia,DeweyMD,10.0
Agriturismo Pian della Selva,Gubbio,Italia,Alessandro,8.0
Hotel Eremo,Calabria,Italia,Proserpina J,8.0
Hotel Eremo,Calabria,Italia, parteus,6.0
Hotel Eremo,Calabria,Italia, coggiacco,6.0
Hotel Eremo,Calabria,Italia,Massimo D,7.0
Fio di Loto relax  B&B, Modica,Italia,scirocco33,10.0
Fio di Loto relax  B&B, Modica,Italia, santeCarpi,10.0
Fio di Loto relax  B&B, Modica,Italia,Massimo D,2.0
B&B Torrebianca,Trieste,Italia,🌻SimplyEli🌻,10.0
B&B Torrebianca,Trieste,Italia, antonella o,8.0
B&B Torrebianca,Trieste,Italia, Roberto M,10.0
B&B Torrebianca,Trieste,Italia, Valentina M,10.0
B&B Torrebianca,Trieste,Italia, ylecant,10.0
B&B Torrebianca,Trieste,Italia,Maria L,7.0
Bio Agriturismo Podere Santa Croce, 58014 Montemerano,Italia,Piero C,10.0
Bio Agriturismo Podere Santa Croce, 58014 Montemerano,Italia, Nicole,10.0
Bio Agriturismo Podere Santa Croce, 58014 Montemerano,Italia, 200dany,10.0
Bio Agriturismo Podere Santa Croce, 58014 Montemerano,Italia, Renato M,8.0
Bio Agriturismo Podere Santa Croce, 58014 Montemerano,Italia, Egidia N,10.0
Bio Agriturismo Podere Santa Croce, 58014 Montemerano,Italia,Rosario M,3.0
B&B Quasi in Centro,Via Monti 9,Italia,Renzo_Claudio,10.0
B&B Quasi in Centro,Via Monti 9,Italia, Giusy C,10.0
B&B Quasi in Centro,Via Monti 9,Italia, Carolina,10.0
B&B Quasi in Centro,Via Monti 9,Italia, fabianabiscotti080,10.0
B&B Quasi in Centro,Via Monti 9,Italia, Anna B,10.0
B&B Quasi in Centro,Via Monti 9,Italia,Stefania T,7.0
B&B Eliseo, 00050 Passo Oscuro,Italia,Manuel G,10.0
